user_id,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Cluster
UID_0011,120017282,40411114,0,0,0,868747034,0,47904171,135574510,65243574,0,74131480,0,124038859,73777295,1568193087,56182979,0,87535327,44873731,74202656,39454662,66383196,100358125,0
UID_0012,0,88385496,0,0,0,42957996,0,0,49349228,0,126105997,76050272,0,0,11021045,1704143904,0,951161469,109176837,47243784,0,0,136371537,80368220,0
UID_0013,186015579,239596794,50637985,244544688,84618783,81139066,60988390,145940810,184334619,3009538017,53857489,43058948,204088582,189159889,229799405,92300797,242836195,130138931,843359732,165898695,178059810,57388899,252604544,141808746,0
UID_0014,125368102,162257239,24986942,31062282,129162266,161802597,217835306,156018296,127143024,2492650713,156798086,204998649,83918815,452491458,71690004,107590542,1852300210,150904082,3216103606,50627680,143688678,64609080,216072166,173809281,0
UID_0015,7233672260,4844356157,7443645221,472958110,561775744,1419532390,454379563,478856353,1803586667,338324660,376762380,473229611,144811748,151362294,246295180,286934244,321020112,189583391,152101268,1403926192,451185161,246528864,379339581,8274405566,1
UID_0016,107517410,188513784,195731037,77006026,59619536,97154222,86057170,189339379,165019593,3213094352,116877399,140489967,151980547,33532664,124122610,1972363961,93963936,80656371,2348713644,519289213,178685964,228481214,89479506,130579967,0
UID_0017,8928679405,6091164395,9150355888,283325007,212776672,475836165,320291536,1875690323,327504966,516258806,548075487,788050277,469397173,460905270,449165559,318974629,432061806,555572016,367426591,242344761,142599463,486992194,549069688,10961415379,1
UID_0018,0,126237447,0,24753361,73659029,121845406,0,0,0,0,64235010,138700767,109857117,50709330,81661972,0,2133260107,0,61183274,0,0,92353016,0,107393855,0
UID_0019,37938186,65412525,64385467,54122645,1439785551,0,128532871,78930811,39478299,1949646909,0,73059713,126514686,0,900672726,0,139468974,69484831,96241396,78206764,77829732,25996524,97293413,88212055,0
UID_0020,59085748,79719134,128047627,140265360,98280121,82954752,113734922,126731687,149293862,921426113,76677337,216220034,46185821,107206222,90561385,234970606,130785506,195780891,1843465931,167514909,186840278,200021221,43038015,2061383481,0
UID_0021,99747831,606795473,0,96276104,75602973,75934435,87236879,130466924,79485860,77062441,44053675,50306670,1435028987,0,50684520,0,101003493,63254255,0,114012883,74659062,0,118571515,0,0
UID_0022,46763010,0,124590727,124088601,56253833,0,121674559,95844212,139097541,0,108417084,55922091,80976966,0,4149692,92724621,0,0,93561711,38116385,0,94203553,123551881,0,0
UID_0023,122118920,45522317,48337197,195892884,100808476,230154753,101363708,233141255,100032500,1594429603,68844668,200348329,56668198,67426473,160593115,118801399,157215114,97901204,872440688,107467673,651306571,206294469,56809225,210949408,0
UID_0024,105893462,105135192,931714750,89780125,0,0,66504106,0,88193230,29251333,0,126883420,75080863,0,64550198,109619517,0,72491224,115929361,0,64538758,72178305,0,28563820,0
UID_0025,10167014842,11504289560,9597910957,264755251,405555601,459897766,513013272,218560705,410600445,138598150,1845301429,355214549,261487589,375964617,108128424,98100946,457027782,210293595,470030229,359259035,428890160,454677392,264774193,11981224201,1
UID_0026,43103772,83855891,0,81546275,702223674,45566163,108529094,39591244,59043415,0,118029030,0,0,94821648,95004311,0,123823261,0,65473372,240896991,105986127,0,80263478,42032466,0
UID_0027,78705375,106575364,208090479,46848135,30871782,166314377,14229806,191027664,33599901,2250463643,31220925,60634919,54279853,33682975,84406710,196114225,150217939,216280443,2026094467,56090302,99774912,187385478,145028040,802108213,0
UID_0028,134140902,113333842,88329957,189246646,128903591,134366814,220565656,89052984,239711307,942333060,133548697,256434911,112621992,49228957,208312132,180093529,61571558,153113114,1897938604,205090030,196506449,110747598,82803296,81278262,0
UID_0029,13305873582,10047274919,6840148493,519124634,488928452,338765213,288398189,481375807,500872004,231940183,525438143,117910789,333761836,425015750,1299515983,153523979,431070528,231505305,309783384,352555207,111513937,355644851,354740964,6295193958,1
UID_0030,212623959,104913741,126891899,220693985,144983671,127794069,220018142,143947719,228812587,2533983004,180935541,195757745,113190102,199430858,70606076,81591408,103889970,1281205808,3540508898,205972856,141590445,116783191,207922999,42144555,0
UID_0031,55821548,209528593,24183500,75143618,188164086,172715775,121778380,110770309,93384951,1262979160,195768079,1840917588,125272128,245492401,245716546,53655689,155206248,197086593,2739106019,138026323,212249610,64729889,92645607,234085121,0
UID_0032,215277216,58894573,232408731,91287863,219669410,91699488,42483596,119798333,27478649,1523980944,217415359,1692286837,85734551,146808458,152890020,52723052,83157668,200262974,1161728579,58812349,117909702,203979969,74142485,100743320,0
UID_0033,144151243,166786880,39241798,230958117,129975725,1048397683,62785394,112639469,63229075,822667048,248927700,65675912,210506390,79443732,78319145,199483652,45255217,1137851518,2237287818,1089310964,48317007,138855867,168673512,208023595,0
UID_0034,185411690,129829695,1401754265,178277401,77207226,50771876,123776558,121371227,97194261,1576794182,82975604,41774934,96262733,100301035,195264718,102693094,253216298,1347732070,1987916129,195805954,94769443,110205649,62852364,66085143,0
UID_0035,2225259682,74711358,151170286,87486464,235635932,211910400,57251399,66552807,158666195,3321930515,128521551,199606380,187767337,152691379,71735142,120975364,57919562,90130828,3007444173,203655938,95096273,93728676,90208333,2243838221,0
UID_0036,0,62816987,109751005,64784677,136252478,605890498,0,61394826,0,79671793,97024135,0,90076015,0,0,70194759,67347331,0,130979495,98075937,67807934,0,84641398,0,0
UID_0037,0,87945817,0,826740081,119634575,124952793,34636868,62819484,0,68727065,0,0,38847282,0,46406054,0,129287651,0,59925208,119764849,1415792530,0,0,0,0
UID_0038,94504017,238700835,70901350,100111389,21664051,133310451,1783127509,87997331,72278057,1387485093,85766489,55535651,92845892,98135946,330677871,174233095,201197118,160845121,1436074443,139677084,93424148,42494159,47979355,240172957,0
UID_0039,4743896155,7276371853,10006387434,501713444,1072338102,494330977,522036157,108902123,392859823,181286875,147313322,311964849,141028734,501786398,393251373,319454277,1937534563,104192203,189519688,441259523,430420746,488361624,268759571,7848587329,1
UID_0040,10786193645,11710802895,11330830094,471734224,272187089,270477854,1250073277,344617291,129123906,134128111,501156257,206606747,306795209,370534924,359342998,273397376,490016613,403082856,520504409,136279097,121979355,491411077,171654587,5976387549,1
UID_0041,98438835,0,0,0,81800054,86953903,0,41240269,35201389,69908096,0,0,0,74815790,125812199,34873799,0,71416579,43005755,61521326,140369319,97005507,0,83773205,0
UID_0042,6829720965,9539494275,8178902168,175641107,373797245,165378973,427224256,458500336,2420042792,414047435,68539801,144219588,410415160,330838949,573503025,177961822,376566895,398651032,384053883,497250691,146613531,526688192,266615686,4730089403,1
UID_0043,194020458,234495796,138737592,52462717,606087903,1878833678,42937686,56806509,126043607,1356590640,144628009,247768653,44724015,219188011,34129961,224519691,167993840,203804661,3082345670,1355251627,48429401,161789369,123609232,207454623,0
UID_0044,1620069408,70908426,112278992,0,0,0,68732888,0,120490990,77469439,49082446,76914413,79395812,76299125,91548732,77998924,0,0,0,96621877,0,40115990,0,16234931,0
UID_0045,463643453,53004847,200632172,83333355,240169152,139644549,183539730,127413483,42969731,1049742847,52743569,186310134,83055024,77905287,63396247,183127562,212531601,844296520,1112957934,163956264,210719402,71932671,221108896,95782766,0
UID_0046,178408151,122833251,19341590,191864015,79267149,1555436195,240904238,104545607,1405304607,1385227607,211594800,186444453,187840812,188180075,120880033,214043382,470128918,142410936,2131841826,188089441,81173819,167297564,33143297,230679416,0
UID_0047,195574417,113266426,67337436,99014938,744428132,864226508,166738283,103539868,128791937,3244102027,228047999,164689780,36485972,63688947,253059150,68586378,58900630,180231651,1220109039,196403764,64063984,140529374,39303743,145804705,0
UID_0048,4677401042,11764371658,12848528827,201086833,547966730,240784212,341006277,275267767,443930432,317734956,408570206,452440201,1772008629,79767917,72561792,128005099,163379635,405698266,495660879,276573115,245371784,428931767,121295635,10590020077,1
UID_0049,0,0,107629587,119742404,0,61196542,19951400,0,118836454,0,68437506,89859925,63938297,0,127013151,92257969,0,0,61742921,61753866,96121750,81337090,96286606,27766264,0
UID_0050,115823797,50016357,0,0,0,99254196,96101092,0,89985358,15287406,0,0,135141542,1498849518,25362402,31904101,27300976,24680039,105112280,54141359,47025509,0,35385682,68971386,0
UID_0051,11035649606,6494134312,8997065924,347085359,498467863,264553913,99780348,2307239031,407477881,537256242,246522739,344645255,215105966,401771960,344719049,304802464,378134414,88575967,474422149,406988806,299523781,140671284,506875499,12541135018,1
UID_0052,0,0,30318715,93727261,0,82538510,74472065,107012547,82743823,532897901,1465584125,44166437,72347781,0,135109108,63245774,65059090,0,97336262,0,2084684187,83763160,73979643,114175016,0
UID_0053,5005521284,10272010114,7838286745,1293281499,886122813,462343043,170939629,291025842,519311269,2189509876,404884826,460358058,506753092,298306193,532422428,452091442,336423657,149403672,281303839,475072202,285390026,305035535,259037197,11545734024,1
UID_0054,175703165,221699025,1320686548,74939272,61569360,189313892,40062072,177473409,150972606,2782887327,223958845,208812686,214539899,250067495,85460160,223885201,169320302,239656632,1410105505,2034246273,195059788,109459970,202521357,1659519342,0
UID_0055,0,33831831,0,0,0,121475246,114223400,0,105543414,96787187,99061222,0,52154171,41356075,0,148577811,0,78761911,0,74468028,0,0,85485983,97489041,0
UID_0056,57696038,0,46087419,70268042,0,113723841,45753625,90962556,80935939,0,0,31616860,0,1496865422,62376064,128938456,0,125720952,112551305,109265243,28392103,95571936,465266106,103790471,0
UID_0057,116988089,117396543,19765096,80463422,89172647,0,72461850,141707829,0,0,44952968,57352080,103720666,71064461,139059129,2182126542,0,0,2034550830,17464399,75110436,66347652,0,53837207,0
UID_0058,50706325,73337324,0,89664848,0,39636462,37255903,31799641,0,0,2133891920,0,0,103268540,55683680,89336027,0,89773030,98792333,38149575,0,36907905,0,326465078,0
UID_0059,90400247,111236534,244716200,183786472,55583445,194548143,198664187,243021477,52884234,2507462363,30656902,198851380,147895279,101311804,185275394,1981789124,159624890,83776327,1870741957,130798659,32059882,85007884,206678386,1628382187,0
UID_0060,102402173,23801047,24529904,0,0,67073347,115654492,0,113157525,0,0,53371939,66979018,111255728,66311602,2179660443,0,0,96083986,0,0,0,117320565,56926534,0
UID_0061,217901585,124178328,111703846,235975393,142462222,203034618,172573013,205271038,66958477,1521839304,236920115,183601752,211127923,56444143,148688207,135954215,128186608,156415441,3365790271,56621925,178165062,129216189,210676753,29013308,0
UID_0062,966524404,92589340,0,99190450,1916486667,0,0,83297185,0,101029042,96464294,70220305,101394429,44752508,23332838,0,89037152,115289020,0,79626043,117162189,91687513,0,96370009,0
UID_0063,188312587,152701935,135549640,214650278,103648153,131361739,127970879,239556987,234601537,3053429372,124297509,164189639,85415757,767867818,166511097,365495913,89505382,173522021,836173701,210639149,196121780,233252810,195334272,242435932,0
UID_0064,143546376,0,0,62545662,0,0,0,0,453839762,61437830,0,141468260,130565190,52169657,0,67025763,130423526,119154461,0,81710542,111521995,117295836,0,89598754,0
UID_0065,0,12093858,0,0,44863761,0,0,0,80731822,45591982,42979170,0,65484565,41030742,86870040,0,0,0,57754216,0,7770238,22322330,119464256,0,0
UID_0066,108891217,181461173,47071929,1530908517,114761581,158449257,129043051,122127545,242012644,1905632139,121276919,157608528,140621967,199911047,143438607,38295064,51702958,80519729,3275280038,97983205,209427121,163229278,144913120,78150746,0
UID_0067,0,47605639,90674464,68428977,57427059,0,0,0,0,0,0,1332665089,127679001,29329566,119944946,88720279,63731214,37434524,0,92960854,13470759,0,310446563,0,0
UID_0068,5555201271,6175519120,8680489390,144896329,215348081,175312440,210174595,457095916,383538944,293317928,2212676835,466067401,303659728,137110134,281398271,438799072,257211868,188226837,145273301,460798327,154254382,148425255,481089079,5940216399,1
UID_0069,1528601439,0,15516345,103189118,72071644,0,0,0,74564352,58525954,0,84748922,80172977,0,74328133,0,116772507,94551574,0,70322850,0,107865164,51132868,0,0
UID_0070,1534540282,1167000902,80357415,66900859,36961558,0,956552734,103588225,0,31885731,0,33220045,38053941,0,0,131381366,0,12359715,0,58656846,112593072,0,0,117935306,1
UID_0071,85043516,183537933,225964911,112018556,899621020,110505835,37080450,2050394951,70185593,1644546255,49160247,201176688,69710521,118345663,722291434,119260385,175644097,94946201,2529174537,53263759,151804031,119590857,87954810,153908434,0
UID_0072,79184124,101309739,81554285,42509913,0,26358634,81848594,150492580,36258956,0,85175934,0,117284834,122143252,23620168,39946453,63084262,87498168,151267683,0,58707292,0,60422239,564394451,0
UID_0073,89930008,166362921,2139145522,70227432,143933887,25589730,220340682,182861336,185438872,2557219179,94226738,686222639,115886422,148076638,122937676,179518801,93843302,210174847,1258013284,97562136,257631650,68011902,61686549,81296169,0
UID_0074,45390289,191297010,198872525,25449141,1841060534,76505554,81261653,252966252,145094856,2046479627,37061959,111329283,180708207,244036878,1199534669,16707572,226967349,84146726,2757732007,138342159,178055447,61558973,89986082,175366871,0
UID_0075,53099567,236608626,103250855,177278511,108988097,169644854,1485981893,187495906,188910509,2574864272,116990845,56796909,70490864,147616053,183891308,23975181,69287400,46454871,2891430829,149928229,131061443,63687100,208703240,97326184,0
UID_0076,0,0,22220970,45180131,0,26750426,134231767,0,0,81407465,79136081,84782516,0,69992210,1024372433,0,128766858,72173734,0,0,0,31143862,0,0,0
UID_0077,156537125,253325120,91672406,52295146,122203352,244680983,235191785,67952941,72110351,4188749127,78835228,24587398,108788214,193504242,172164343,1792124555,1293171889,74068668,3307370148,88582310,175475431,109932465,101422216,55036439,0
UID_0078,37967848,38513698,50614342,1175226260,113381962,204703552,193007715,83591726,146567256,2704468375,198917609,89052607,72473005,86988695,40288829,1595223457,222936435,89476396,573529887,228801823,72996040,61706831,58735536,221856712,0
UID_0079,0,71925958,48109892,0,0,72232764,0,74730709,0,36931824,100608462,0,0,0,127411956,27261382,408129923,0,1001532217,84342907,0,129103082,0,0,0
UID_0080,5749839714,8150310595,12346367958,335942344,106673590,101312295,139670741,157337676,425147069,400015235,180617139,362132300,163831862,243762040,275719578,476218996,527710768,233441022,437445532,472217478,1477604294,178593015,134961593,11694181420,1
UID_0081,210387748,82008104,103095572,215693710,197273180,182485764,117038820,113315277,208283555,2123812624,209259599,132745720,192660515,119374069,1250867368,153312801,101480892,1204812428,3014616732,208968288,181129973,203776770,201368335,148687157,0
UID_0082,44447956,0,53662483,21108959,24463087,0,97113925,142257392,100801987,558117541,101667335,0,83971355,0,113050220,0,110547014,44221489,64758066,120158380,0,0,48310938,0,0
UID_0083,78309859,116096829,24839396,89650797,118774327,95466413,0,39436604,0,142428734,63511527,0,94693907,91529119,73245626,97760952,79577247,50394719,101801772,29155552,67537444,0,117844637,103009422,0
UID_0084,0,0,52650412,63277473,0,0,101191533,46458146,0,131694591,0,84039940,0,78819056,17701714,17716132,0,0,389985871,4181518,69049364,0,0,0,0
UID_0085,98919849,1045548287,102160780,71014785,115556104,27076522,0,50301486,98511429,107842478,0,0,50776876,0,51289021,1910673655,50064688,0,133382363,0,70044321,68456047,0,87285659,0
UID_0086,0,0,59143885,0,99884065,68055333,75080340,0,0,0,121093625,82518246,77337828,134210123,31495646,0,58921819,99610307,120369360,46432879,0,0,110386335,49684336,0
UID_0087,198522397,76894319,100556218,1336903533,167977294,113396719,135745447,207410845,1636752692,731469546,85355586,116742570,106880332,121179841,238274852,954949475,106188312,32710847,1531118485,148130391,127851790,160892684,141207991,24652612,0
UID_0088,5392227969,8718106906,5076487187,71924317,504187273,2115351167,109705582,544667324,559594094,234765436,135706882,466502161,385882051,140256453,381766192,139399992,475728820,1400304906,220423033,439526552,215773741,539323449,489308843,6339208153,1
UID_0089,118352263,894611573,95618886,67151778,33352529,0,112514910,0,142309148,69828961,106541405,0,76233912,0,0,0,143151591,85605590,0,54334350,128213757,39497319,0,0,0
UID_0090,28552699,110385900,85636650,119519243,0,11255621,0,62085288,39336880,97890271,0,125701628,41993658,139610723,40676040,41443511,47779858,57866503,0,64290280,150935000,1762822777,1018629956,57817682,0
UID_0091,87261156,0,34599813,0,0,0,36223082,129271708,0,44105679,1992488922,94633076,51997044,143368693,0,146345786,72074689,97733495,17074369,0,49267422,118912009,0,90736026,0
UID_0092,8911856600,6288746160,5990327420,1462166764,250748999,251446180,375622645,462177857,373745404,297374792,79866593,161111509,363751468,365643006,137267702,1815835765,126754741,261324648,399539512,137862928,525809145,509671735,105267322,4946561657,1
UID_0093,5078467600,6730839130,9385060124,206719918,217330713,374848037,350707440,326526800,526930554,363744751,313101459,230861645,382280737,420165298,284525777,155233982,532178077,383896585,2008308741,498661920,113786382,753786246,86957659,6086141915,1
UID_0094,0,61082883,0,143480762,0,0,1874582300,35830417,88869522,67918606,72259004,0,82243836,89192436,82194917,0,0,0,2422381,0,126236778,0,0,0,0
UID_0095,0,0,0,0,63034278,97836849,38486620,0,0,2186896757,0,51118656,42150069,0,0,105746493,120513636,48511040,0,22635523,136869591,0,0,80848354,0
UID_0096,180719858,88119692,55244963,217280356,161420574,190442773,124313923,80291624,169219725,2661492678,56564306,193416450,1308531822,460963473,179058396,201036697,82381354,193442744,2096019549,149400833,177485810,1820427562,109696646,170276421,0
UID_0097,100050953,107044739,885504861,0,126014618,0,71288096,83771473,76638889,77733484,618701777,80776841,0,50616501,118374363,62268842,103950294,128142443,109483248,80581335,0,60360828,57555650,121283395,0
UID_0098,56972328,114883904,0,0,0,86444736,29343438,33637148,0,58816594,59935823,37604878,49255627,0,0,212245980,48289950,0,88203929,0,64722479,0,292765433,0,0
UID_0099,37418415,52712992,63646060,42010394,44175483,43977708,153637389,132206656,108941200,0,0,0,577767647,87816164,72015087,1104447477,16870114,73128614,32974655,0,117231484,0,0,120469545,0
UID_0100,197715787,88967147,96206011,207310567,177581543,64174032,162959951,85701764,143551193,1834760186,148787562,195305167,167841734,67767922,173950385,69950375,228529866,237173971,2718025697,214312424,246758368,1557592739,201945253,2165378105,0
UID_0101,144329505,163351882,1298579669,151832838,117729992,198961225,34609424,107560093,206623283,956608479,222632937,136155330,410132192,166151863,183904258,163693386,119764429,54657938,2279918882,216078059,135122496,91210559,214373239,232771833,0
UID_0102,111258344,67647888,140996136,137624562,192237427,136492819,62568619,66757260,111344449,2748286738,56504128,218960291,94766731,34877746,91675543,106608724,194743415,106068702,1360828410,61780639,119841656,553580386,205265142,70073637,0
UID_0103,55537157,0,16101484,735112471,0,0,0,0,0,26871960,16978593,21478751,84662535,0,0,0,0,94468676,79948355,30127670,96256598,97752636,78010807,23945646,0
UID_0104,8946100845,7352920759,12127384851,198808730,432418963,533408721,383981220,104668692,547418884,509421565,246045262,277183805,210886975,323537988,119762422,458187982,438261343,172768591,433715627,377414280,436780741,1210825443,396485380,10339367422,1
UID_0105,220787135,57052483,99686896,56510864,242566200,1289121586,212130627,151736572,130599255,3162561149,79315117,161618681,212850086,197619564,177737449,75422655,156481657,82071296,1874191390,152207668,230828984,221281734,218800789,206868577,0
UID_0106,95781320,169505609,203245938,54068348,791682940,172306915,2001677452,55770121,90559230,3000273517,173438268,247988392,107811808,120535023,71068552,258460282,223822428,171086015,1579100762,209399371,115614445,142719930,81336683,218656702,0
UID_0107,9376643639,6233392507,9543460471,199363495,475908238,254391877,419311066,129534446,377075168,913221745,282757720,466926237,460739016,357195241,347169266,443366556,361889538,475030265,227685581,540478634,370042216,508954477,114107490,11222542490,1
UID_0108,209472924,440359182,130551226,213361688,185822755,104564214,1737618323,100970222,59420733,2848234991,134410014,824576559,101071391,78338241,116262106,154891673,220697866,91003426,1787043477,13289682,157450211,135805755,205321337,154704939,0
UID_0109,182086882,44325610,62382621,160037393,121012228,182280961,98567470,129063398,225267511,1003331407,483071945,122492563,57344054,91581414,140710949,136214117,68894559,50727737,1405831876,88672794,119638950,186026206,218046925,116836728,0
UID_0110,172549189,54613618,119437649,130981459,92768439,87421824,175348547,189642523,35136055,2464363331,80404849,209153894,74484531,200105780,162817772,154656783,737245725,37040040,3839298675,144090415,92433790,96127093,195688541,2086775542,0
UID_0111,0,53808405,94839713,21823833,44349663,0,38267406,112841962,105311212,78286754,65635868,36188065,37472525,0,50103267,115497611,0,96542190,0,0,902995556,43967921,95956887,45053778,0
UID_0112,230729143,852587538,145725675,122047009,1889255305,115391908,56386462,192497654,101030225,4108797194,117483998,93037551,193807872,162484156,125723847,67790660,229182445,238564072,2543474260,49852991,234503913,229873806,113794633,139243271,0
UID_0113,92942903,0,109153144,41849871,1524382016,0,50375221,0,48539256,81854705,98780466,20477336,0,0,0,44352500,0,0,36571582,58942154,0,128644035,0,91147885,0
UID_0114,171767371,114642641,121087897,166758020,128760843,117488097,156099641,142529742,162866396,1189300452,110027199,203591761,1115885394,2246446913,118910300,61580704,229733183,175818504,2973878741,61515496,215454954,107777478,72194417,228477166,0
UID_0115,83511688,201987693,166633979,235875097,2018102974,140518853,101214489,160343724,246959955,878106994,155737647,100515278,47614857,133653523,178327096,150707638,198655287,130983433,1583176568,187500127,175817025,117747952,213273801,1180756026,0
UID_0116,0,16487685,74456942,104327221,41476210,87343335,0,31387892,0,18839321,41585920,0,0,719930985,97474168,0,37199346,51024905,60803805,39423833,0,0,0,23383272,0
UID_0117,135477521,238139568,27920904,214082083,58660997,52538289,124882718,203308024,67056915,1378796257,59309402,63225002,61810172,52179392,157538354,49954248,165226818,188730975,717583366,50996363,709178878,70408976,173821449,181377069,0
UID_0118,245062799,217496545,85723191,140237754,221629303,137857147,243207018,1208204851,236362366,1074692340,967725504,209595189,192577818,148550673,70171406,132618173,208432477,1750853726,2690952313,221316233,63394006,100104312,216293686,146730123,0
UID_0119,0,0,1646038326,75279886,129685917,46454768,57887973,56064851,69925814,0,123095264,84683977,144365908,379064222,86798534,111280584,0,44700435,75989442,0,73195965,107471183,71157259,87723254,0
UID_0120,0,0,9137841,43549003,54999387,28962595,113432239,1258167855,37190649,0,22006454,67273717,55615776,96028673,46068905,46476774,57942375,0,81298715,68547988,94064551,105243857,66636493,34456230,0
UID_0121,102192341,241611058,185689863,101044028,120623031,103463853,147847439,228130189,233536146,2901601803,126508663,68944012,83055584,72327851,251196988,205859417,140421208,106425446,2431739372,1134098703,215632094,53355289,224220939,82148550,0
UID_0122,0,133344342,0,0,92487322,0,111357744,0,84894898,101151163,905476171,123462649,116499413,0,108726057,0,89548889,25815138,103788293,61256616,12960216,0,0,87152943,0
UID_0123,182417704,222335735,123006897,34754691,188958047,215540846,176231332,32883042,41216210,4322122662,177285467,188092845,1558629763,73474524,109961087,194104887,233588071,226614977,980626504,157793444,153638495,43600742,227910593,223030150,0
UID_0124,240792673,137936541,36576503,1449483834,172387481,37179781,116326668,156221351,64386979,1044054630,95967635,180561483,32662776,229583749,1519885150,191724270,88009261,248545331,2876578296,223462525,112486357,98767831,219955034,1543184283,0
UID_0125,77748970,107767567,120830003,31820961,0,0,42115798,0,0,128276029,0,0,0,61850185,37402793,59158593,0,109730989,145064850,147390561,97814860,0,2038039273,0,0
UID_0126,679200528,121851177,158105216,1298133406,61608000,59762780,154074959,78451143,56310186,2393467357,82306255,160783219,202518088,119097930,54197956,135170444,747085624,170700979,1500817589,149192994,144494347,234077561,162416523,164348034,0
UID_0127,152616019,56570188,133488330,182155674,169862350,84770131,197897973,174606964,28191641,1077253235,781316615,183156669,252138841,195592816,82252407,334386865,90901668,199739117,1731706920,195160046,65263004,102936115,35413009,165299500,0
UID_0128,1644405152,136566864,0,94491274,54361867,90543877,128783136,101330715,104947107,0,0,88162386,20025331,70448143,0,0,0,138107800,1984529619,54374841,94576249,0,118592880,0,0
UID_0129,212404781,57306421,61440531,199900731,103727629,154561103,194810498,128150836,118219617,2117953028,208015784,180843633,58068512,187400284,113431350,71741770,1635459055,110670781,692998287,88876991,132169580,49256534,699128783,184529726,0
UID_0130,75527347,0,0,11643293,0,771971655,1462600595,0,15511008,0,115667570,0,114820194,0,90414727,36487700,52416532,0,0,14064824,75203875,90279626,0,107056255,0
UID_0131,0,139897377,0,131447112,0,134602777,38230879,0,94355339,130829331,0,0,12344528,0,0,53331921,0,148118058,0,106086819,109373594,0,1201621296,0,0
UID_0132,125354233,147131463,187270461,149723455,108358485,237336204,171400921,95825863,107613851,3300810449,198589509,218030701,135171942,1299989127,63537049,106532659,238876404,118142629,3204457291,122001830,194112281,200254297,192998097,234865201,0
UID_0133,113753499,121014909,172890645,224415471,127594781,211212668,64505288,136989222,18497933,2370032651,211794286,27531341,114976592,92372922,37378239,1146524998,118105801,239241126,3010328383,178064422,2041803328,216575195,232953275,26935591,0
UID_0134,63674609,220541020,155558727,172936854,148162401,113110667,125977004,227549664,79900948,2091748889,241517312,131936414,384313675,82532328,2088361408,72487960,1545434808,194588626,2636729451,128879304,185308841,206300582,181856239,34456778,0
UID_0135,0,0,98168417,0,60845049,0,37486552,45885671,57229930,0,33613629,0,0,111868802,107930707,0,9841622,33897898,50933094,14865483,80365710,134464932,0,41575350,0
UID_0136,92412376,39564915,0,112396211,0,54964113,0,44674056,0,58032861,81155852,2156620971,36352995,14603972,0,67386717,79886434,0,65442360,55787238,0,0,1644961425,129492369,0
UID_0137,121375984,0,136361075,90736213,0,0,0,114115540,0,0,18134829,43582890,181316496,134571032,7498476,0,0,0,111581720,0,67485920,0,116424382,127365749,0
UID_0138,0,0,0,118157556,50042554,116426817,0,82084742,62936388,0,1519291802,74792237,812778872,73779928,94365851,40981416,82095242,58104053,65879260,25870579,103779796,129193375,114926858,97141721,0
